id,response,response_no,plot_location,time_taken,conf_level,choice_reason,sample_size,p_value,pic_id,pic_name,experiment,difficulty,description,beta,sigma,replica
48,FALSE,15,1,16,2,1,100,0.0539,173,plot_turk2_100_350_12_1.png,turk2,2,Turk2,3.5,12,1
48,TRUE,13,13,50,1,1,300,0,210,plot_turk2_300_350_12_2.png,turk2,0,Turk2,3.5,12,2
48,TRUE,10,10,14,1,1,300,6.00E-04,205,plot_turk2_300_175_12_3.png,turk2,2,Turk2,1.75,12,3
48,TRUE,17,17,40,3,1,300,0.0839,202,plot_turk2_300_80_12_3.png,turk2,3,Turk2,-0.8,12,3
49,FALSE,9,5,61,4,1,100,0.5453,154,plot_turk2_100_25_5_3.png,turk2,4,Turk2,-0.25,5,3
49,FALSE,14,11,11,5,1,300,0.108,201,plot_turk2_300_80_12_2.png,turk2,3,Turk2,0.8,12,2
49,FALSE,1,18,18,4,1,100,0.0927,158,plot_turk2_100_125_5_1.png,turk2,2,Turk2,-1.25,5,1
49,TRUE,16,16,12,5,1,300,0,209,plot_turk2_300_350_12_1.png,turk2,0,Turk2,-3.5,12,1
49,TRUE,20,20,15,5,1,300,0,211,plot_turk2_300_350_12_3.png,turk2,0,Turk2,-3.5,12,3
49,FALSE,10,15,17,5,1,100,0.903,157,plot_turk2_100_75_5_3.png,turk2,3,Turk2,-0.75,5,3
49,TRUE,10,10,13,5,1,300,0.0014,208,plot_turk2_300_230_12_3.png,turk2,1,Turk2,-2.3,12,3
49,TRUE,6,6,36,4,2,300,0.0035,203,plot_turk2_300_175_12_1.png,turk2,2,Turk2,-1.75,12,1
49,TRUE,3,3,15,5,1,100,6.00E-04,161,plot_turk2_100_175_5_1.png,turk2,1,Turk2,-1.75,5,1
49,TRUE,1,1,16,5,1,100,0,165,plot_turk2_100_275_5_2.png,turk2,0,Turk2,-2.75,5,2
50,TRUE,3,3,18,3,1,300,0.0342,190,plot_turk2_300_70_5_3.png,turk2,2,Turk2,-0.7,5,3
50,FALSE,1,18,56,3,2,100,0.0927,158,plot_turk2_100_125_5_1.png,turk2,2,Turk2,-1.25,5,1
50,TRUE,9,9,15,5,1,100,1.00E-04,163,plot_turk2_100_175_5_3.png,turk2,1,Turk2,-1.75,5,3
50,TRUE,18,18,30,4,1,100,0,166,plot_turk2_100_275_5_3.png,turk2,0,Turk2,2.75,5,3
50,FALSE,9,1,10,3,1,300,0.0067,195,plot_turk2_300_150_5_2.png,turk2,0,Turk2,1.5,5,2
50,FALSE,1,8,22,3,3,100,0.1235,156,plot_turk2_100_75_5_2.png,turk2,3,Turk2,0.75,5,2
50,FALSE,2,10,25,3,3,300,0.0013,194,plot_turk2_300_150_5_1.png,turk2,0,Turk2,-1.5,5,1
50,TRUE,3,3,11,4,1,300,0,191,plot_turk2_300_100_5_1.png,turk2,1,Turk2,1,5,1
50,TRUE,7,7,19,4,1,100,0.0036,152,plot_turk2_100_25_5_1.png,turk2,4,Turk2,-0.25,5,1
50,FALSE,17,11,25,3,3,300,0.0895,186,plot_turk2_300_40_5_2.png,turk2,3,Turk2,0.4,5,2
51,TRUE,13,13,12,4,123,300,0,210,plot_turk2_300_350_12_2.png,turk2,0,Turk2,3.5,12,2
51,TRUE,6,6,14,2,23,100,0.0887,160,plot_turk2_100_125_5_3.png,turk2,2,Turk2,-1.25,5,3
51,TRUE,17,17,14,5,123,100,0,164,plot_turk2_100_275_5_1.png,turk2,0,Turk2,2.75,5,1
51,FALSE,16,5,16,2,12,300,0.0317,206,plot_turk2_300_230_12_1.png,turk2,1,Turk2,2.3,12,1
51,TRUE,11,11,21,3,123,300,0.0012,200,plot_turk2_300_80_12_1.png,turk2,3,Turk2,0.8,12,1
51,TRUE,9,9,16,3,123,100,1.00E-04,163,plot_turk2_100_175_5_3.png,turk2,1,Turk2,-1.75,5,3
51,TRUE,7,7,10,3,123,100,0.0036,152,plot_turk2_100_25_5_1.png,turk2,4,Turk2,-0.25,5,1
51,FALSE,5,6,10,3,123,300,0.0035,203,plot_turk2_300_175_12_1.png,turk2,2,Turk2,-1.75,12,1
51,FALSE,1,13,8,1,123,100,9.00E-04,155,plot_turk2_100_75_5_1.png,turk2,3,Turk2,0.75,5,1
51,TRUE,16,16,11,5,123,300,0,209,plot_turk2_300_350_12_1.png,turk2,0,Turk2,-3.5,12,1
52,TRUE,17,17,65,1,23,300,0.0234,188,plot_turk2_300_70_5_1.png,turk2,2,Turk2,-0.7,5,1
52,FALSE,15,10,42,2,12,300,0.0013,194,plot_turk2_300_150_5_1.png,turk2,0,Turk2,-1.5,5,1
52,FALSE,9,1,49,1,2,300,0.0067,195,plot_turk2_300_150_5_2.png,turk2,0,Turk2,1.5,5,2
52,FALSE,11,13,67,1,13,300,0.4749,192,plot_turk2_300_100_5_2.png,turk2,1,Turk2,-1,5,2
52,FALSE,14,13,50,2,1,100,0.5075,168,plot_turk2_100_50_12_2.png,turk2,4,Turk2,-0.5,12,2
52,FALSE,12,10,73,2,1,100,0.1297,172,plot_turk2_100_150_12_3.png,turk2,3,Turk2,1.5,12,3
52,FALSE,11,15,112,3,12,100,0.0514,174,plot_turk2_100_350_12_2.png,turk2,2,Turk2,-3.5,12,2
52,FALSE,1,14,58,1,12,300,0.2964,185,plot_turk2_300_40_5_1.png,turk2,3,Turk2,0.4,5,1
52,TRUE,2,2,33,5,1,100,0,178,plot_turk2_100_450_12_3.png,turk2,1,Turk2,4.5,12,3
52,TRUE,19,19,59,5,3,100,0,179,plot_turk2_100_600_12_1.png,turk2,0,Turk2,-6,12,1
53,FALSE,5,15,13,5,1,100,0.469,212,plot_turk2_100_25_5_4.png,turk2,4,Turk2,0.25,5,4
53,FALSE,1,18,41,4,2,100,0.0452,215,plot_turk2_100_150_12_4.png,turk2,3,Turk2,-1.5,12,4
53,TRUE,1,1,16,5,1,100,0,221,plot_turk2_100_600_12_4.png,turk2,0,Turk2,-6,12,4
53,TRUE,10,10,50,4,1,100,0.0802,175,plot_turk2_100_350_12_3.png,turk2,2,Turk2,-3.5,12,3
53,TRUE,10,10,24,5,1,300,1.00E-04,218,plot_turk2_300_230_12_4.png,turk2,1,Turk2,-2.3,12,4
53,TRUE,5,5,19,5,1,100,0.0013,216,plot_turk2_100_350_12_4.png,turk2,2,Turk2,-3.5,12,4
53,TRUE,17,17,24,5,1,100,0.003,214,plot_turk2_100_125_5_5.png,turk2,2,Turk2,-1.25,5,5
53,FALSE,16,19,27,4,2,300,0.795,220,plot_turk2_300_80_12_4.png,turk2,3,Turk2,0.8,12,4
53,TRUE,19,19,26,5,12,100,4.00E-04,217,plot_turk2_100_350_12_5.png,turk2,2,Turk2,-3.5,12,5
53,TRUE,19,19,19,5,1,300,0,219,plot_turk2_300_230_12_5.png,turk2,1,Turk2,2.3,12,5
53,FALSE,16,6,58,4,1,100,7.00E-04,213,plot_turk2_100_125_5_4.png,turk2,2,Turk2,1.25,5,4
54,FALSE,2,10,22,4,4,300,6.00E-04,205,plot_turk2_300_175_12_3.png,turk2,2,Turk2,1.75,12,3
54,TRUE,11,11,29,3,1,300,0.0012,200,plot_turk2_300_80_12_1.png,turk2,3,Turk2,0.8,12,1
54,TRUE,16,16,13,2,1,300,0,209,plot_turk2_300_350_12_1.png,turk2,0,Turk2,-3.5,12,1
54,TRUE,20,20,24,4,1,300,0,211,plot_turk2_300_350_12_3.png,turk2,0,Turk2,-3.5,12,3
54,TRUE,3,3,15,2,1,100,0.0028,177,plot_turk2_100_450_12_2.png,turk2,1,Turk2,4.5,12,2
54,FALSE,13,15,53,3,2,100,0.0514,174,plot_turk2_100_350_12_2.png,turk2,2,Turk2,-3.5,12,2
54,FALSE,17,13,35,5,4,100,0.8014,169,plot_turk2_100_50_12_3.png,turk2,4,Turk2,-0.5,12,3
54,TRUE,19,19,25,2,1,100,0,179,plot_turk2_100_600_12_1.png,turk2,0,Turk2,-6,12,1
54,FALSE,7,8,49,4,1,100,0.9403,171,plot_turk2_100_150_12_2.png,turk2,3,Turk2,-1.5,12,2
54,FALSE,17,7,35,4,1,300,0.0017,207,plot_turk2_300_230_12_2.png,turk2,1,Turk2,2.3,12,2
54,TRUE,10,10,21,3,1,300,1.00E-04,218,plot_turk2_300_230_12_4.png,turk2,1,Turk2,-2.3,12,4
54,FALSE,16,19,26,4,1,300,0.795,220,plot_turk2_300_80_12_4.png,turk2,3,Turk2,0.8,12,4
54,TRUE,1,1,37,4,1,100,0,221,plot_turk2_100_600_12_4.png,turk2,0,Turk2,-6,12,4
54,TRUE,19,19,39,4,1,100,4.00E-04,217,plot_turk2_100_350_12_5.png,turk2,2,Turk2,-3.5,12,5
54,TRUE,19,19,61,4,1,300,0,219,plot_turk2_300_230_12_5.png,turk2,1,Turk2,2.3,12,5
54,TRUE,6,6,16,4,1,100,7.00E-04,213,plot_turk2_100_125_5_4.png,turk2,2,Turk2,1.25,5,4
54,FALSE,1,18,24,3,1,100,0.0452,215,plot_turk2_100_150_12_4.png,turk2,3,Turk2,-1.5,12,4
54,TRUE,5,5,36,4,1,100,0.0013,216,plot_turk2_100_350_12_4.png,turk2,2,Turk2,-3.5,12,4
54,TRUE,17,17,49,4,1,100,0.003,214,plot_turk2_100_125_5_5.png,turk2,2,Turk2,-1.25,5,5
54,FALSE,5,15,20,4,1,100,0.469,212,plot_turk2_100_25_5_4.png,turk2,4,Turk2,0.25,5,4
55,TRUE,1,1,9,1,1,100,0,165,plot_turk2_100_275_5_2.png,turk2,0,Turk2,-2.75,5,2
55,TRUE,18,18,16,1,1,100,0,166,plot_turk2_100_275_5_3.png,turk2,0,Turk2,2.75,5,3
55,FALSE,16,9,38,2,1,100,0.1034,159,plot_turk2_100_125_5_2.png,turk2,2,Turk2,1.25,5,2
55,TRUE,11,11,16,1,1,300,1.00E-04,204,plot_turk2_300_175_12_2.png,turk2,2,Turk2,1.75,12,2
55,TRUE,3,3,14,1,1,100,6.00E-04,161,plot_turk2_100_175_5_1.png,turk2,1,Turk2,-1.75,5,1
55,TRUE,13,13,10,1,1,100,9.00E-04,155,plot_turk2_100_75_5_1.png,turk2,3,Turk2,0.75,5,1
55,TRUE,11,11,17,1,1,300,0.0012,200,plot_turk2_300_80_12_1.png,turk2,3,Turk2,0.8,12,1
55,TRUE,20,20,52,1,1,300,0,211,plot_turk2_300_350_12_3.png,turk2,0,Turk2,-3.5,12,3
55,FALSE,1,18,35,2,1,300,0.2255,198,plot_turk2_300_0_12_2.png,turk2,4,Turk2,0,12,2
55,FALSE,17,7,43,2,1,300,0.0017,207,plot_turk2_300_230_12_2.png,turk2,1,Turk2,2.3,12,2
56,FALSE,5,17,24,5,1,100,0.003,214,plot_turk2_100_125_5_5.png,turk2,2,Turk2,-1.25,5,5
56,FALSE,4,6,20,5,1,100,7.00E-04,213,plot_turk2_100_125_5_4.png,turk2,2,Turk2,1.25,5,4
57,TRUE,6,6,62,2,1,100,0.0887,160,plot_turk2_100_125_5_3.png,turk2,2,Turk2,-1.25,5,3
57,FALSE,9,8,37,2,12,100,0.9403,171,plot_turk2_100_150_12_2.png,turk2,3,Turk2,-1.5,12,2
57,TRUE,2,2,13,1,1,100,0,178,plot_turk2_100_450_12_3.png,turk2,1,Turk2,4.5,12,3
57,FALSE,10,15,51,2,1,100,0.903,157,plot_turk2_100_75_5_3.png,turk2,3,Turk2,-0.75,5,3
57,TRUE,17,17,22,1,13,100,0,181,plot_turk2_100_600_12_3.png,turk2,0,Turk2,-6,12,3
57,TRUE,10,10,36,2,13,300,0.0013,194,plot_turk2_300_150_5_1.png,turk2,0,Turk2,-1.5,5,1
57,TRUE,10,10,126,2,2,100,0.0802,175,plot_turk2_100_350_12_3.png,turk2,2,Turk2,-3.5,12,3
57,TRUE,19,19,80,2,13,100,0,179,plot_turk2_100_600_12_1.png,turk2,0,Turk2,-6,12,1
57,TRUE,9,9,46,1,1,100,1.00E-04,163,plot_turk2_100_175_5_3.png,turk2,1,Turk2,-1.75,5,3
57,TRUE,17,17,37,1,1,100,0,164,plot_turk2_100_275_5_1.png,turk2,0,Turk2,2.75,5,1
57,FALSE,18,13,34,2,1,100,0.7565,153,plot_turk2_100_25_5_2.png,turk2,4,Turk2,-0.25,5,2
58,FALSE,11,13,29,3,1,300,0.4749,192,plot_turk2_300_100_5_2.png,turk2,1,Turk2,-1,5,2
58,TRUE,19,19,16,1,1,300,0,196,plot_turk2_300_150_5_3.png,turk2,0,Turk2,1.5,5,3
58,FALSE,7,8,29,3,1,100,0.9403,171,plot_turk2_100_150_12_2.png,turk2,3,Turk2,-1.5,12,2
58,TRUE,19,19,19,1,1,100,0,180,plot_turk2_100_600_12_2.png,turk2,0,Turk2,-6,12,2
58,FALSE,14,13,48,3,1,100,0.5075,168,plot_turk2_100_50_12_2.png,turk2,4,Turk2,-0.5,12,2
58,TRUE,3,3,41,4,1,300,0.0342,190,plot_turk2_300_70_5_3.png,turk2,2,Turk2,-0.7,5,3
58,TRUE,1,1,11,2,1,300,0.0067,195,plot_turk2_300_150_5_2.png,turk2,0,Turk2,1.5,5,2
58,FALSE,14,15,37,2,1,100,0.0514,174,plot_turk2_100_350_12_2.png,turk2,2,Turk2,-3.5,12,2
58,FALSE,5,13,13,4,1,300,0,210,plot_turk2_300_350_12_2.png,turk2,0,Turk2,3.5,12,2
58,TRUE,2,2,25,1,1,100,0,178,plot_turk2_100_450_12_3.png,turk2,1,Turk2,4.5,12,3
58,FALSE,2,11,39,4,1,300,0.0895,186,plot_turk2_300_40_5_2.png,turk2,3,Turk2,0.4,5,2
59,FALSE,3,8,28,3,1,100,0.1235,156,plot_turk2_100_75_5_2.png,turk2,3,Turk2,0.75,5,2
59,FALSE,17,10,30,3,1,300,0.0014,208,plot_turk2_300_230_12_3.png,turk2,1,Turk2,-2.3,12,3
59,TRUE,17,17,22,5,1,100,0,164,plot_turk2_100_275_5_1.png,turk2,0,Turk2,2.75,5,1
59,FALSE,15,17,19,2,1,300,0.0839,202,plot_turk2_300_80_12_3.png,turk2,3,Turk2,-0.8,12,3
59,TRUE,11,11,24,4,1,300,1.00E-04,204,plot_turk2_300_175_12_2.png,turk2,2,Turk2,1.75,12,2
59,TRUE,18,18,18,5,1,100,0,166,plot_turk2_100_275_5_3.png,turk2,0,Turk2,2.75,5,3
59,FALSE,10,6,21,3,1,100,0.0887,160,plot_turk2_100_125_5_3.png,turk2,2,Turk2,-1.25,5,3
59,FALSE,13,6,29,2,1,300,0.2873,197,plot_turk2_300_0_12_1.png,turk2,4,Turk2,0,12,1
59,FALSE,12,20,28,3,1,300,0,211,plot_turk2_300_350_12_3.png,turk2,0,Turk2,-3.5,12,3
59,FALSE,12,3,26,3,1,100,6.00E-04,161,plot_turk2_100_175_5_1.png,turk2,1,Turk2,-1.75,5,1
60,TRUE,3,3,20,1,1,100,6.00E-04,161,plot_turk2_100_175_5_1.png,turk2,1,Turk2,-1.75,5,1
60,FALSE,6,14,30,2,1,100,0.4696,170,plot_turk2_100_150_12_1.png,turk2,3,Turk2,-1.5,12,1
60,TRUE,19,19,13,1,1,100,0,180,plot_turk2_100_600_12_2.png,turk2,0,Turk2,-6,12,2
60,FALSE,2,18,35,3,1,100,0.0927,158,plot_turk2_100_125_5_1.png,turk2,2,Turk2,-1.25,5,1
60,TRUE,17,17,16,1,1,100,0,181,plot_turk2_100_600_12_3.png,turk2,0,Turk2,-6,12,3
60,FALSE,7,1,25,2,2,100,0.0539,173,plot_turk2_100_350_12_1.png,turk2,2,Turk2,3.5,12,1
60,TRUE,17,17,37,1,1,100,0,164,plot_turk2_100_275_5_1.png,turk2,0,Turk2,2.75,5,1
60,TRUE,2,2,11,1,1,100,0,178,plot_turk2_100_450_12_3.png,turk2,1,Turk2,4.5,12,3
60,TRUE,13,13,15,2,1,100,9.00E-04,155,plot_turk2_100_75_5_1.png,turk2,3,Turk2,0.75,5,1
60,FALSE,18,5,28,1,1,100,0.5453,154,plot_turk2_100_25_5_3.png,turk2,4,Turk2,-0.25,5,3
61,FALSE,1,8,39,2,1,100,0.1235,156,plot_turk2_100_75_5_2.png,turk2,3,Turk2,0.75,5,2
61,FALSE,10,6,53,3,1,100,0.0887,160,plot_turk2_100_125_5_3.png,turk2,2,Turk2,-1.25,5,3
61,TRUE,18,18,27,1,1,100,0,166,plot_turk2_100_275_5_3.png,turk2,0,Turk2,2.75,5,3
61,FALSE,18,5,15,2,1,100,0.5453,154,plot_turk2_100_25_5_3.png,turk2,4,Turk2,-0.25,5,3
61,TRUE,19,19,13,2,1,100,0,179,plot_turk2_100_600_12_1.png,turk2,0,Turk2,-6,12,1
61,FALSE,14,15,23,4,1,100,0.0514,174,plot_turk2_100_350_12_2.png,turk2,2,Turk2,-3.5,12,2
61,TRUE,20,20,19,3,1,100,0.0061,176,plot_turk2_100_450_12_1.png,turk2,1,Turk2,-4.5,12,1
61,FALSE,7,8,20,4,1,100,0.9403,171,plot_turk2_100_150_12_2.png,turk2,3,Turk2,-1.5,12,2
61,TRUE,15,15,24,1,1,100,0,162,plot_turk2_100_175_5_2.png,turk2,1,Turk2,1.75,5,2
61,TRUE,19,19,8,1,1,100,0,180,plot_turk2_100_600_12_2.png,turk2,0,Turk2,-6,12,2
62,FALSE,14,15,38,2,12,100,0.0514,174,plot_turk2_100_350_12_2.png,turk2,2,Turk2,-3.5,12,2
62,TRUE,20,20,25,5,1,300,0,211,plot_turk2_300_350_12_3.png,turk2,0,Turk2,-3.5,12,3
62,TRUE,20,20,12,5,1,100,0.0061,176,plot_turk2_100_450_12_1.png,turk2,1,Turk2,-4.5,12,1
62,TRUE,13,13,9,5,1,300,0,210,plot_turk2_300_350_12_2.png,turk2,0,Turk2,3.5,12,2
62,TRUE,11,11,19,4,1,300,0.0012,200,plot_turk2_300_80_12_1.png,turk2,3,Turk2,0.8,12,1
62,TRUE,2,2,8,5,1,100,0,178,plot_turk2_100_450_12_3.png,turk2,1,Turk2,4.5,12,3
62,TRUE,7,7,29,3,12,300,0.0017,207,plot_turk2_300_230_12_2.png,turk2,1,Turk2,2.3,12,2
62,FALSE,11,18,20,3,12,300,0.2255,198,plot_turk2_300_0_12_2.png,turk2,4,Turk2,0,12,2
62,TRUE,19,19,11,5,1,100,0,179,plot_turk2_100_600_12_1.png,turk2,0,Turk2,-6,12,1
62,TRUE,17,17,9,5,1,100,0,181,plot_turk2_100_600_12_3.png,turk2,0,Turk2,-6,12,3
62,TRUE,10,10,12,4,1,300,6.00E-04,205,plot_turk2_300_175_12_3.png,turk2,2,Turk2,1.75,12,3
62,FALSE,7,8,28,2,12,100,0.9403,171,plot_turk2_100_150_12_2.png,turk2,3,Turk2,-1.5,12,2
63,TRUE,10,10,11,4,1,300,1.00E-04,218,plot_turk2_300_230_12_4.png,turk2,1,Turk2,-2.3,12,4
63,TRUE,19,19,11,5,1,100,4.00E-04,217,plot_turk2_100_350_12_5.png,turk2,2,Turk2,-3.5,12,5
63,TRUE,6,6,17,4,1,100,7.00E-04,213,plot_turk2_100_125_5_4.png,turk2,2,Turk2,1.25,5,4
63,TRUE,19,19,9,4,1,300,0,219,plot_turk2_300_230_12_5.png,turk2,1,Turk2,2.3,12,5
63,TRUE,1,1,9,5,1,100,0,221,plot_turk2_100_600_12_4.png,turk2,0,Turk2,-6,12,4
63,FALSE,5,15,38,4,1,100,0.469,212,plot_turk2_100_25_5_4.png,turk2,4,Turk2,0.25,5,4
63,FALSE,1,18,31,3,1,100,0.0452,215,plot_turk2_100_150_12_4.png,turk2,3,Turk2,-1.5,12,4
63,TRUE,17,17,23,3,1,100,0.003,214,plot_turk2_100_125_5_5.png,turk2,2,Turk2,-1.25,5,5
63,TRUE,5,5,9,5,1,100,0.0013,216,plot_turk2_100_350_12_4.png,turk2,2,Turk2,-3.5,12,4
63,FALSE,16,19,19,3,1,300,0.795,220,plot_turk2_300_80_12_4.png,turk2,3,Turk2,0.8,12,4
64,FALSE,9,5,32,3,1,100,0.5453,154,plot_turk2_100_25_5_3.png,turk2,4,Turk2,-0.25,5,3
64,TRUE,3,3,22,2,1,300,0,191,plot_turk2_300_100_5_1.png,turk2,1,Turk2,1,5,1
64,TRUE,19,19,22,1,1,300,0,196,plot_turk2_300_150_5_3.png,turk2,0,Turk2,1.5,5,3
64,TRUE,3,3,23,1,1,100,6.00E-04,161,plot_turk2_100_175_5_1.png,turk2,1,Turk2,-1.75,5,1
64,FALSE,8,3,26,3,1,100,0.6879,167,plot_turk2_100_50_12_1.png,turk2,4,Turk2,-0.5,12,1
64,FALSE,20,17,30,4,1,300,0.0234,188,plot_turk2_300_70_5_1.png,turk2,2,Turk2,-0.7,5,1
64,FALSE,10,15,39,2,1,100,0.903,157,plot_turk2_100_75_5_3.png,turk2,3,Turk2,-0.75,5,3
64,TRUE,1,1,27,2,1,300,0.0067,195,plot_turk2_300_150_5_2.png,turk2,0,Turk2,1.5,5,2
64,TRUE,17,17,72,1,1,100,0,164,plot_turk2_100_275_5_1.png,turk2,0,Turk2,2.75,5,1
64,TRUE,15,15,23,1,1,100,0,162,plot_turk2_100_175_5_2.png,turk2,1,Turk2,1.75,5,2
64,TRUE,6,6,29,2,1,100,0.0887,160,plot_turk2_100_125_5_3.png,turk2,2,Turk2,-1.25,5,3
64,FALSE,9,15,21,2,1,300,0.352,187,plot_turk2_300_40_5_3.png,turk2,3,Turk2,0.4,5,3
65,TRUE,10,10,19,5,1,300,1.00E-04,218,plot_turk2_300_230_12_4.png,turk2,1,Turk2,-2.3,12,4
65,TRUE,19,19,25,4,1,100,4.00E-04,217,plot_turk2_100_350_12_5.png,turk2,2,Turk2,-3.5,12,5
65,FALSE,16,19,19,3,1,300,0.795,220,plot_turk2_300_80_12_4.png,turk2,3,Turk2,0.8,12,4
65,FALSE,5,15,28,3,1,100,0.469,212,plot_turk2_100_25_5_4.png,turk2,4,Turk2,0.25,5,4
65,TRUE,17,17,59,3,1,100,0.003,214,plot_turk2_100_125_5_5.png,turk2,2,Turk2,-1.25,5,5
65,TRUE,6,6,16,5,1,100,7.00E-04,213,plot_turk2_100_125_5_4.png,turk2,2,Turk2,1.25,5,4
65,TRUE,5,5,15,4,1,100,0.0013,216,plot_turk2_100_350_12_4.png,turk2,2,Turk2,-3.5,12,4
65,FALSE,1,18,16,4,1,100,0.0452,215,plot_turk2_100_150_12_4.png,turk2,3,Turk2,-1.5,12,4
65,TRUE,1,1,15,5,1,100,0,221,plot_turk2_100_600_12_4.png,turk2,0,Turk2,-6,12,4
65,TRUE,19,19,15,5,1,300,0,219,plot_turk2_300_230_12_5.png,turk2,1,Turk2,2.3,12,5
66,FALSE,2,13,26,3,1,300,0.4749,192,plot_turk2_300_100_5_2.png,turk2,1,Turk2,-1,5,2
66,FALSE,1,14,16,2,1,300,0.2964,185,plot_turk2_300_40_5_1.png,turk2,3,Turk2,0.4,5,1
66,FALSE,3,17,19,2,1,300,0.0234,188,plot_turk2_300_70_5_1.png,turk2,2,Turk2,-0.7,5,1
66,TRUE,19,19,15,2,1,300,0,196,plot_turk2_300_150_5_3.png,turk2,0,Turk2,1.5,5,3
67,FALSE,9,3,45,3,1,300,0.1912,182,plot_turk2_300_10_5_1.png,turk2,4,Turk2,0.1,5,1
67,TRUE,1,1,40,2,2,300,0.0067,195,plot_turk2_300_150_5_2.png,turk2,0,Turk2,1.5,5,2
67,TRUE,11,11,42,3,1,300,0.0895,186,plot_turk2_300_40_5_2.png,turk2,3,Turk2,0.4,5,2
67,TRUE,20,20,12,1,1,300,0,211,plot_turk2_300_350_12_3.png,turk2,0,Turk2,-3.5,12,3
67,FALSE,16,5,22,3,1,300,0.0317,206,plot_turk2_300_230_12_1.png,turk2,1,Turk2,2.3,12,1
67,TRUE,11,11,8,1,1,300,0.0012,200,plot_turk2_300_80_12_1.png,turk2,3,Turk2,0.8,12,1
67,FALSE,7,1,28,2,2,100,0.0539,173,plot_turk2_100_350_12_1.png,turk2,2,Turk2,3.5,12,1
67,TRUE,4,4,8,1,1,300,0,193,plot_turk2_300_100_5_3.png,turk2,1,Turk2,1,5,3
67,TRUE,16,16,9,1,1,300,0,209,plot_turk2_300_350_12_1.png,turk2,0,Turk2,-3.5,12,1
67,TRUE,11,11,7,1,1,300,1.00E-04,204,plot_turk2_300_175_12_2.png,turk2,2,Turk2,1.75,12,2
67,TRUE,7,7,11,1,1,300,1.00E-04,189,plot_turk2_300_70_5_2.png,turk2,2,Turk2,0.7,5,2
68,FALSE,11,18,59,3,1,100,0.0927,158,plot_turk2_100_125_5_1.png,turk2,2,Turk2,-1.25,5,1
68,TRUE,3,3,47,3,12,300,0,191,plot_turk2_300_100_5_1.png,turk2,1,Turk2,1,5,1
68,TRUE,19,19,40,2,12,300,0,196,plot_turk2_300_150_5_3.png,turk2,0,Turk2,1.5,5,3
68,TRUE,7,7,51,4,12,300,1.00E-04,189,plot_turk2_300_70_5_2.png,turk2,2,Turk2,0.7,5,2
68,TRUE,10,10,116,3,12,300,0.0013,194,plot_turk2_300_150_5_1.png,turk2,0,Turk2,-1.5,5,1
68,TRUE,11,11,29,4,1,300,0.108,201,plot_turk2_300_80_12_2.png,turk2,3,Turk2,0.8,12,2
68,FALSE,1,8,34,1,1,100,0.1235,156,plot_turk2_100_75_5_2.png,turk2,3,Turk2,0.75,5,2
68,FALSE,1,14,67,4,12,300,0.2964,185,plot_turk2_300_40_5_1.png,turk2,3,Turk2,0.4,5,1
68,TRUE,3,3,36,2,12,100,6.00E-04,161,plot_turk2_100_175_5_1.png,turk2,1,Turk2,-1.75,5,1
68,FALSE,11,5,51,4,2,100,0.5453,154,plot_turk2_100_25_5_3.png,turk2,4,Turk2,-0.25,5,3
68,TRUE,1,1,38,1,12,100,0,165,plot_turk2_100_275_5_2.png,turk2,0,Turk2,-2.75,5,2
69,FALSE,6,1,25,4,1,100,0.0539,173,plot_turk2_100_350_12_1.png,turk2,2,Turk2,3.5,12,1
69,FALSE,11,13,20,3,1,300,0.4749,192,plot_turk2_300_100_5_2.png,turk2,1,Turk2,-1,5,2
69,TRUE,7,7,17,2,1,300,1.00E-04,189,plot_turk2_300_70_5_2.png,turk2,2,Turk2,0.7,5,2
69,TRUE,20,20,27,4,1,100,0.0061,176,plot_turk2_100_450_12_1.png,turk2,1,Turk2,-4.5,12,1
69,TRUE,19,19,24,2,1,300,0,196,plot_turk2_300_150_5_3.png,turk2,0,Turk2,1.5,5,3
69,FALSE,7,8,34,3,1,100,0.9403,171,plot_turk2_100_150_12_2.png,turk2,3,Turk2,-1.5,12,2
69,FALSE,14,13,29,3,1,100,0.5075,168,plot_turk2_100_50_12_2.png,turk2,4,Turk2,-0.5,12,2
69,FALSE,2,11,44,3,1,300,0.0895,186,plot_turk2_300_40_5_2.png,turk2,3,Turk2,0.4,5,2
69,FALSE,9,1,19,3,1,300,0.0067,195,plot_turk2_300_150_5_2.png,turk2,0,Turk2,1.5,5,2
69,TRUE,19,19,67,5,1,100,0,179,plot_turk2_100_600_12_1.png,turk2,0,Turk2,-6,12,1
70,FALSE,18,13,26,1,1,100,0.7565,153,plot_turk2_100_25_5_2.png,turk2,4,Turk2,-0.25,5,2
70,TRUE,4,4,21,1,1,300,0,193,plot_turk2_300_100_5_3.png,turk2,1,Turk2,1,5,3
70,TRUE,10,10,11,1,1,300,0.0013,194,plot_turk2_300_150_5_1.png,turk2,0,Turk2,-1.5,5,1
70,FALSE,12,3,45,1,1,100,6.00E-04,161,plot_turk2_100_175_5_1.png,turk2,1,Turk2,-1.75,5,1
70,FALSE,16,9,38,1,1,100,0.1034,159,plot_turk2_100_125_5_2.png,turk2,2,Turk2,1.25,5,2
70,FALSE,9,1,27,1,1,300,0.0067,195,plot_turk2_300_150_5_2.png,turk2,0,Turk2,1.5,5,2
